repo,id,sym,cwe,entity,n_files,additions,deletions,total_changes
vizorvr/patches,584,RA,IIV,L4,7,85,74,159
vizorvr/patches,604,RA,ICFM,L4,4,22,18,40
vizorvr/patches,608,RS,IIV,L3,7,85,74,159
vizorvr/patches,615,RS,UPF,L3,8,120,55,175
vizorvr/patches,624,IC,ICFM,L3,1,11,8,19
vizorvr/patches,655,SD,RLM,L3,3,299,36,335
vizorvr/patches,673,AF,RLM,L3,7,230,383,613
vizorvr/patches,788,SD,IAC,L3,2,2,2,4
vizorvr/patches,800,SD,IIV,L3,6,175,132,307
vizorvr/patches,804,SD,UPF,L3,2,6,0,6
vizorvr/patches,822,SD,UPF,L3,2,12,0,12
vizorvr/patches,824,SD,ICFM,L3,1,86,6,92
vizorvr/patches,828,SD,ICFM,L5,1,4,0,4
vizorvr/patches,853,RA,IIV,L5,3,16,12,28
vizorvr/patches,861,AF,RLM,L3,5,79,68,147
vizorvr/patches,873,RA,GCE,L5,2,19,19,38
vizorvr/patches,874,SD,RLM,L3,2,9,0,9
vizorvr/patches,877,RA,ICFM,L4,2,4,0,4
vizorvr/patches,896,SD,IAC,L4,11,170,131,301
vizorvr/patches,911,AF,ICFM,L3,6,126,14,140
vizorvr/patches,913,SD,RLM,L4,10,73,109,182
vizorvr/patches,916,VF,GCE,L5,5,86,55,141
vizorvr/patches,944,SD,ICFM,L3,9,133,75,208
vizorvr/patches,961,IC,ICFM,L1,1,6,4,10
vizorvr/patches,970,AF,UPF,L3,6,10,24,34
vizorvr/patches,990,AF,GCE,L3,2,92,166,258
vizorvr/patches,998,VF,IAC,L5,6,135,96,231
vizorvr/patches,1003,SD,ICFM,L3,9,133,75,208
vizorvr/patches,1004,SD,ICFM,L3,9,133,75,208
vizorvr/patches,1005,AF,ICFM,L3,18,266,150,416
vizorvr/patches,1007,AF,IIV,L4,5,20,2,22
vizorvr/patches,1019,SD,RLM,L3,1,24,13,37
vizorvr/patches,1022,SD,GCE,L3,2,6,6,12
vizorvr/patches,1075,IC,GCE,L1,2,10,2,12
vizorvr/patches,1078,VF,GCE,L5,1,1,1,2
vizorvr/patches,1107,VF,ICFM,L1,2,12,2,14
vizorvr/patches,1109,AF,ICFM,L3,2,11,7,18
vizorvr/patches,1111,RA,IAC,L5,1,1,1,2
vizorvr/patches,1141,AF,RLM,L1,1,6,3,9
vizorvr/patches,1142,VF,UPF,L5,1,6,3,9
vizorvr/patches,1143,RS,IIV,L1,10,574,54,628
vizorvr/patches,1172,RA,IAC,L5,3,6,3,9
vizorvr/patches,1187,IC,ICFM,L1,4,77,21,98
vizorvr/patches,1218,AF,UPF,L3,1,1,1,2
vizorvr/patches,1257,AF,IIV,L4,4,8,8,16
vizorvr/patches,1258,IC,IIV,L4,10,261,168,429
vizorvr/patches,1265,RS,IIV,L5,2,10,0,10
vizorvr/patches,1276,IC,GCE,L3,1,3,1,4
vizorvr/patches,1298,AF,UPF,L3,4,36,6,42
vizorvr/patches,1325,IC,RLM,L3,2,7,1,8
vizorvr/patches,1326,VF,ICFM,L5,9,112,69,181
vizorvr/patches,1345,IC,RLM,L5,1,8,0,8
vizorvr/patches,1375,RA,UPF,L3,3,9,3,12
vizorvr/patches,1431,VF,GCE,L5,1,1,1,2
vizorvr/patches,1440,VF,ICFM,L1,4,20,11,31
vizorvr/patches,1453,AF,UPF,L3,1,3,1,4
vizorvr/patches,1457,RA,ICFM,L3,2,5,1,6
vizorvr/patches,1472,IC,ICFM,L3,8,175,76,251
vizorvr/patches,1488,IC,IIV,L3,1,2,1,3
vizorvr/patches,1506,SD,IAC,L3,4,74,11,85
vizorvr/patches,1559,AF,ICFM,L3,11,112,357,469
vizorvr/patches,1580,SD,TDI,L3,2,134,94,228
vizorvr/patches,1609,AF,UPF,L3,1,1,1,2
vizorvr/patches,1610,AF,UPF,L3,3,19,7,26
vizorvr/patches,1622,IC,UPF,L3,2,384,458,842
vizorvr/patches,1623,IC,IIV,L1,2,8,6,14
vizorvr/patches,1648,VF,RLM,L5,2,26,12,38
vizorvr/patches,1649,VF,RLM,L5,1,13,6,19
vizorvr/patches,1664,AF,RLM,L3,13,143,130,273
vizorvr/patches,1671,SD,UPF,L3,1,31,0,31
vizorvr/patches,1722,AF,ICFM,L3,9,158,134,292
vizorvr/patches,1799,IC,RLM,L1,1,6,5,11
vizorvr/patches,1802,AF,ICFM,L3,8,176,49,225
vizorvr/patches,1825,IC,IIV,L3,1,1,1,2
vizorvr/patches,1879,AF,UPF,L3,1,3,3,6
vizorvr/patches,1900,AF,RLM,L3,19,377,119,496
vizorvr/patches,1916,RA,IIV,L5,2,2,2,4
vizorvr/patches,1946,AF,RLM,L3,9,234,45,279
vizorvr/patches,1996,AF,UPF,L3,4,8,9,17
vizorvr/patches,2002,VF,ICFM,L5,2,8,4,12
vizorvr/patches,2012,AF,UPF,L3,1,42,38,80
vizorvr/patches,2018,AF,UPF,L3,19,233,186,419
vizorvr/patches,2069,RA,ICFM,L5,11,141,115,256
vizorvr/patches,2079,RA,GCE,L5,3,12,9,21
vrc-get/vrc-get,638,IC,UPF,L3,1,2,2,4
vrc-get/vrc-get,671,AF,UPF,L3,9,9,8,17
vrc-get/vrc-get,703,AF,UPF,L3,3,35,31,66
vrc-get/vrc-get,810,AF,UPF,L3,2,2,8,10
vrc-get/vrc-get,1145,AF,UPF,L3,1,7,3,10
vrc-get/vrc-get,1147,AF,UPF,L3,14,409,302,711
vrc-get/vrc-get,1749,AF,TDI,L3,15,359,97,456
vrc-get/vrc-get,2210,AF,UPF,L3,1,10,2,12
vrc-get/vrc-get,2226,AF,UPF,L3,1,16,0,16
vrc-get/vrc-get,2257,AF,UPF,L3,9,10,9,19
vrc-get/vrc-get,2516,AF,UPF,L3,2,5,3,8
vrc-get/vrc-get,2517,AF,TDI,L3,20,244,305,549
vrcx-team/VRCX,48,AF,UPF,L3,1,1,1,2
vrcx-team/VRCX,89,IC,ICFM,L1,2,30,3,33
vrcx-team/VRCX,683,AF,UPF,L3,1,0,3,3
vrcx-team/VRCX,707,SD,UPF,L3,3,8,7,15
vrcx-team/VRCX,709,AF,UPF,L3,1,28,8,36
vrcx-team/VRCX,903,IC,ICFM,L3,1,6,2,8
vrcx-team/VRCX,992,AF,TDI,L3,11,36,11,47
vrcx-team/VRCX,1007,IC,IAC,L3,1,2,12,14
vrcx-team/VRCX,1010,AF,UPF,L3,1,2,2,4
vrcx-team/VRCX,1011,SD,UPF,L3,1,9,0,9
vrcx-team/VRCX,1026,AF,UPF,L3,1,5,1,6
vrcx-team/VRCX,1042,AF,RLM,L3,2,14,13,27
vrcx-team/VRCX,1047,AF,UPF,L3,1,0,8,8
vrcx-team/VRCX,1062,AF,UPF,L3,1,2,2,4
vrcx-team/VRCX,1078,AF,UPF,L3,9,60,51,111
vrcx-team/VRCX,1122,AF,ICFM,L3,14,148,111,259
vrcx-team/VRCX,1134,AF,ICFM,L3,5,29,27,56
vrcx-team/VRCX,1147,AF,ICFM,L3,1,90,45,135
vrcx-team/VRCX,1192,SD,IAC,L3,12,183,136,319
vrcx-team/VRCX,1230,AF,IAC,L3,8,23,23,46
vrcx-team/VRCX,1233,IC,IAC,L3,2,48,22,70
vrcx-team/VRCX,1326,AF,UPF,L3,4,14,2,16
vrcx-team/VRCX,1416,AF,UPF,L5,2,71,14,85
vrcx-team/VRCX,1422,AF,UPF,L3,1,65,33,98
vrcx-team/VRCX,1428,AF,UPF,L3,1,1,1,2
vrcx-team/VRCX,1478,AF,UPF,L3,2,50,41,91
vrm-c/UniVRM,203,AF,IIV,L4,1,12,2,14
vrm-c/UniVRM,204,AF,ICFM,L4,1,4,0,4
vrm-c/UniVRM,214,AF,IAC,L4,1,4,3,7
vrm-c/UniVRM,423,AF,IAC,L4,4,162,164,326
vrm-c/UniVRM,449,AF,ICFM,L2,2,22,1,23
vrm-c/UniVRM,511,IC,IIV,L3,1,22,8,30
vrm-c/UniVRM,515,SD,RLM,L2,1,5,2,7
vrm-c/UniVRM,586,RS,ICFM,L4,1,14,24,38
vrm-c/UniVRM,603,SD,ICFM,L2,1,8,1,9
vrm-c/UniVRM,628,AF,RLM,L4,1,4,1,5
vrm-c/UniVRM,673,SD,IIV,L4,1,30,8,38
vrm-c/UniVRM,821,AF,IAC,L4,5,165,67,232
vrm-c/UniVRM,826,VF,UPF,L5,1,4,0,4
vrm-c/UniVRM,899,SD,IAC,L4,2,68,7,75
vrm-c/UniVRM,1136,AF,IIV,L3,3,40,15,55
vrm-c/UniVRM,1142,AF,RLM,L3,5,41,59,100
vrm-c/UniVRM,1193,AF,IIV,L4,8,111,32,143
vrm-c/UniVRM,1226,RA,RLM,L4,3,32,21,53
vrm-c/UniVRM,1363,AF,GCE,L4,2,2,2,4
vrm-c/UniVRM,1385,AF,IIV,L4,1,16,4,20
vrm-c/UniVRM,1400,AF,GCE,L5,4,60,6,66
vrm-c/UniVRM,1444,AF,IIV,L4,4,45,36,81
vrm-c/UniVRM,1466,RA,IIV,L5,3,20,12,32
vrm-c/UniVRM,1815,SD,ICFM,L2,1,10,5,15
vrm-c/UniVRM,1826,AF,GCE,L4,2,10,2,12
vrm-c/UniVRM,1909,AF,ICFM,L4,15,369,29,398
vrm-c/UniVRM,2038,RA,RLM,L5,1,1,0,1
vrm-c/UniVRM,2061,RA,ICFM,L5,2,16,6,22
vrm-c/UniVRM,2119,SD,RLM,L4,2,53,3,56
vrm-c/UniVRM,2148,AF,GCE,L3,1,17,12,29
vrm-c/UniVRM,2163,VF,GCE,L2,2,53,38,91
vrm-c/UniVRM,2319,RS,ICFM,L3,1,2,4,6
vrm-c/UniVRM,2591,SD,RLM,L3,7,181,54,235
vrm-c/UniVRM,2597,IC,IAC,L4,2,9,6,15
vrm-c/UniVRM,2600,RA,GCE,L4,4,20,19,39
vrm-c/UniVRM,2626,RA,RLM,L5,5,328,22,350
vrm-c/UniVRM,2664,RA,GCE,L4,1,5,1,6
vuer-ai/vuer,13,AF,RLM,L4,2,38,2,40
wearesimbol/simbol-world,24,VF,GCE,L5,13,41,20,61
webaverse/app,221,AF,UPF,L2,3,39,2,41
webaverse/app,314,IC,UPF,L3,14,162,60,222
webaverse/app,318,IC,UPF,L3,17,236,38,274
webaverse/app,346,AF,RLM,L3,20,428,50,478
webaverse/app,416,AF,TDI,L2,1,2,4,6
webaverse/app,420,RA,RLM,L2,1,3,1,4
webaverse/app,606,VF,UPF,L3,1,17,1,18
webaverse/app,742,SD,ICFM,L5,1,1,1,2
webaverse/app,755,SD,IIV,L4,1,6,3,9
webaverse/app,827,RA,GCE,L2,2,12,1,13
webaverse/app,1310,AF,IIV,L1,1,1,0,1
webaverse/app,1522,AF,TDI,L3,1,1,1,2
webaverse/app,1600,SD,ICFM,L2,5,142,59,201
webaverse/app,1657,SD,GCE,L2,1,10,4,14
webaverse/app,1769,RS,TDI,L2,1,1,1,2
webaverse/app,1845,SD,GCE,L2,1,2,2,4
webaverse/app,1949,SD,ICFM,L4,1,9,6,15
webaverse/app,1980,VF,ICFM,L2,1,9,4,13
webaverse/app,2031,VF,ICFM,L5,3,50,8,58
webaverse/app,2217,SD,GCE,L2,1,8,8,16
webaverse/app,2237,IC,GCE,L4,1,2,2,4
webaverse/app,2260,VF,IAC,L2,1,3,3,6
webaverse/app,2376,SD,RLM,L4,1,26,18,44
webaverse/app,2416,AF,ICFM,L3,5,154,34,188
webaverse/app,2446,AF,IIV,L3,2,8,6,14
webaverse/app,2493,AF,TDI,L2,1,1,1,2
webaverse/app,2500,AF,TDI,L2,1,1,1,2
webaverse/app,2527,IC,ICFM,L1,2,30,30,60
webaverse/app,2593,RA,UPF,L3,1,3,6,9
webaverse/app,2613,AF,RLM,L2,1,85,46,131
webaverse/app,2648,AF,ICFM,L3,1,2,2,4
webaverse/app,2683,AF,UPF,L3,1,41,0,41
webaverse/app,2704,SD,GCE,L4,1,5,13,18
webaverse/app,2848,SD,ICFM,L1,1,20,1,21
webaverse/app,2866,AF,ICFM,L2,1,1,1,2
webaverse/app,2877,IC,ICFM,L3,1,56,33,89
webaverse/app,2891,IC,IIV,L3,1,34,5,39
webaverse/app,2898,AF,IIV,L3,1,6,0,6
webaverse/app,2915,IC,IIV,L2,1,1,1,2
webaverse/app,2944,SD,ICFM,L5,1,3,4,7
webaverse/app,2949,VF,ICFM,L2,15,199,164,363
webaverse/app,3010,SD,RLM,L2,8,154,77,231
webaverse/app,3076,IC,UPF,L3,2,3,6,9
webaverse/app,3124,SD,IIV,L4,1,13,2,15
webaverse/app,3220,RS,IIV,L1,1,1,1,2
webaverse/app,3273,SD,GCE,L4,1,7,7,14
webaverse/app,3289,IC,UPF,L3,14,234,105,339
webaverse/app,3329,RA,ICFM,L2,5,51,34,85
webaverse/app,3360,SD,ICFM,L4,1,24,19,43
webaverse/app,3406,SD,ICFM,L3,3,11,11,22
webaverse/app,3412,SD,TDI,L4,1,1,1,2
webaverse/app,3424,AF,RLM,L2,3,2,5,7
webaverse/app,3426,SD,ICFM,L2,1,1,1,2
webaverse/app,3437,SD,RLM,L2,1,9,1,10
webaverse/app,3448,SD,IIV,L4,1,8,2,10
webaverse/app,3493,SD,GCE,L2,1,4,1,5
webaverse/app,3558,RA,ICFM,L2,1,22,8,30
webaverse/app,3638,SD,IIV,L5,1,5,1,6
webaverse/app,3647,SD,GCE,L4,3,50,4,54
webaverse/app,3713,SD,RLM,L3,1,1,0,1
whateverusername0/VRTRAKILL,15,VF,GCE,L5,1,3,0,3
whitewhidow/quest-sidenoder,11,AF,UPF,L3,1,3,3,6
willdavis/VRoxel,147,RA,GCE,L5,6,53,23,76
wizgrav/aframe-effects,11,AF,RLM,L4,1,13,3,16
y23586/vrchat-time-shaders,2,AF,IAC,L4,1,3,0,3
yanorei32/VRChatRejoinTool,2,SD,TDI,L5,1,1,1,2
zodiepupper/barkvr,35,VF,RLM,L5,1,3,0,3
