repo,id,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,majority_vote,final_label
exokitxr/zeo,135,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
amiaopensource/vrecord,743,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ThomasGaubert/zephyr,387,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,7884,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/ir-engine,2099,visual,visual,visual,visual,visual,visual,visual
pixiv/three-vrm,818,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
scenerygraphics/scenery,557,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrapper/vrapper,764,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19109,visual,visual,visual,visual,visual,visual,visual
ValveSoftware/openvr,929,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Samsung/GearVRf,151,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
vradarserver/vrs,104,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-unity-sdk,708,visual,visual,visual,visual,visual,visual,visual
Juniper/contrail-vrouter,107,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LivingFray/HaloCEVR,82,visual,visual,visual,visual,visual,visual,visual
vectordotdev/vrl,1012,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,1871,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
tqjxlm/Atlas,12,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
vrcx-team/VRCX,339,visual,visual,visual,visual,visual,visual,visual
osrf/vrx,188,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,228,visual,visual,visual,visual,visual,visual,visual
supereggbert/aframe-htmlembed-component,29,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
XRTK/com.xrtk.core,359,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
ExtendRealityLtd/VRTK,1848,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
processing/processing-android,324,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,2978,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,9409,visual,visual,visual,visual,visual,visual,visual
ChristophHaag/SteamVR-OpenHMD,40,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
StunlockStudios/vrising-dedicated-server-instructions,77,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bwRavencl/ControllerBuddy,49,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,10710,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Project-Babble/Baballonia,41,visual,visual,visual,visual,visual,visual,visual
Unity-Technologies/InputSystem,293,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,871,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
wheaney/breezy-desktop,83,visual,visual,visual,visual,visual,visual,visual
celestiary/web,20,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
shamahoque/mern-vrgame,8,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,753,visual,visual,visual,visual,visual,visual,visual
ThomasGaubert/zephyr,128,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,30840,visual,visual,visual,visual,visual,visual,visual
googlearchive/vrview,174,visual,visual,visual,visual,visual,visual,visual
pauldotknopf/vroomjs-core,11,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
tizzle/aframe-orbit-controls-component,6,visual,visual,visual,visual,visual,visual,visual
TomorrowTodayLabs/NewtonVR,53,visual,visual,visual,visual,visual,visual,visual
OpenHMD/OpenHMD,132,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,1122,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
jrouwe/JoltPhysics,574,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,4886,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mbucchia/OpenXR-Toolkit,292,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mdingena/att-voodoo,24,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,1288,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19451,visual,visual,visual,non_visual,visual,visual,visual
hammy275/immersive-mc,346,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,2012,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
AdGoBye/AdGoBye,72,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe-inspector,390,visual,visual,visual,visual,visual,visual,visual
aframevr/aframe,19,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ExtendRealityLtd/VRTK,1863,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,4622,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
leetvr/hotham,206,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
dotnet/Silk.NET,326,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LWJGL/lwjgl3,1001,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,1812,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/SteamVR-for-Linux,356,visual,visual,visual,visual,visual,visual,visual
immersive-web/webxr-input-profiles,182,visual,visual,visual,visual,visual,visual,visual
doodlum/skyrim-community-shaders,281,visual,visual,visual,visual,visual,visual,visual
VROOM-Project/vroom-docker,61,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,4215,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
De-Panther/unity-webxr-export,58,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,2129,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steamvr_unity_plugin,626,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vizorvr/patches,1456,visual,visual,visual,visual,visual,visual,visual
Unity-Technologies/EditorXR,27,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
IvanRublev/VRAppSettings,1,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
cjroth/awesome-vr,3,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-unity-sdk,449,visual,visual,visual,visual,visual,visual,visual
wheaney/breezy-desktop,79,visual,visual,visual,visual,visual,visual,visual
microsoft/Microsoft-OpenXR-Unreal,82,visual,visual,visual,visual,visual,visual,visual
rollingrock/Fallout-4-VR-Body,53,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,27386,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,1839,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
playcanvas/engine,4956,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LWJGL/lwjgl3,348,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
MolotovCherry/virtual-display-rs,140,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vmware/vrealize-developer-tools,77,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
exokitxr/exokit,223,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nagadomi/nunif,406,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,18006,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,607,visual,visual,visual,visual,visual,visual,visual
fholger/openvr_fsr,112,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
PhoneVR-Developers/PhoneVR,400,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ThomasGaubert/zephyr,560,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
vasturiano/react-force-graph,341,visual,visual,visual,visual,visual,visual,visual
nagadomi/nunif,59,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Z4urce/VRC-Haptic-Pancake,25,visual,visual,visual,visual,visual,visual,visual
EyeTrackVR/OpenIris,29,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,4056,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alloystorm/dvvr,341,visual,visual,visual,visual,visual,visual,visual
saturday06/VRM-Addon-for-Blender,1114,visual,visual,visual,visual,visual,visual,visual
KhronosGroup/OpenXR-SDK,2,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13868,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Samsung/GearVRf,624,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
sahibzada-allahyar/YC-Killer,20,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,28439,visual,visual,visual,visual,visual,visual,visual
harfang3d/car-simulator,31,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,728,visual,visual,visual,visual,visual,visual,visual
SlimeVR/SlimeVR-Docs-Site,387,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pixiv/three-vrm,986,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
collabora/libsurvive,152,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,688,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
fabio914/RealityMixer,119,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Chainsawkitten/Deathcap,708,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
stitchEm/stitchEm,36,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
GodotVR/godot_openxr_vendors,118,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22544,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
philipturner/ARHeadsetKit,44,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xiaoye97/VRoidChinese,26,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
dotnet/Silk.NET,1938,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
caelum/vraptor4,368,visual,visual,visual,visual,visual,visual,visual
VisActor/VRender,1916,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,10793,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SubsurfaceStudios/CompensationAPI,480,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,18423,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
osrf/vrx,247,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,31722,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
hackforla/VRMS,1522,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
glaumar/QRookie,22,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,1759,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
openantz/antz,156,visual,visual,visual,visual,visual,visual,visual
vrcx-team/VRCX,162,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,64,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,73,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,3490,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
MindPort-GmbH/VR-Builder,239,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,1224,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,16799,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,3449,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/aframe-forcegraph-component,12,visual,visual,visual,visual,visual,visual,visual
webaverse/app,1064,visual,visual,visual,visual,visual,visual,visual
Eusth/VRGIN,1,visual,visual,visual,visual,visual,visual,visual
ir-engine/etherealengine-archive,1062,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/alvr-visionos,118,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
TheFitzZZ/DCS-Config-Manager,20,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,27120,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,3087,visual,visual,visual,visual,visual,visual,visual
streepje8/OpenverseClientOpenVR,7,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LWJGL/lwjgl3,990,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,6326,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,18846,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
WiVRn/WiVRn,441,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,8632,visual,visual,visual,visual,visual,visual,visual
gpac/gpac,3116,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrapper/vrapper,885,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
icosa-foundation/open-brush,470,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bjornbytes/lovr,540,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
JAYESHBATRA/Virtuo-Learn,490,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,510,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ValveSoftware/SteamVR-for-Linux,627,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LucidVR/lucidgloves,123,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mcxr-org/MCXR,86,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,1486,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
dartmouth-cs98/20w-ensemble-vr-score-following,3,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,4671,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,2731,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,29330,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ashqal/MD360Player4iOS,34,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ProGamerGov/pytorch360convert,2,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Team-Beef-Studios/Lambda1VR,34,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,26531,visual,visual,visual,visual,visual,visual,visual
StereoKit/StereoKit,928,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
PoCInnovation/Workshops,106,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,3428,visual,visual,visual,visual,visual,visual,visual
mozilla/webxr-polyfill,10,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
matzman666/OpenVR-AdvancedSettings,100,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,26635,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ncbi/icn3d,66,visual,visual,visual,visual,visual,visual,visual
DaXcess/LCVR,233,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nanome-ai/nanome-lib,37,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,1032,visual,visual,visual,visual,visual,visual,visual
Samsung/GearVRf,1348,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pixiv/three-vrm,1470,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
andreybicalho/vrpdr,3,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,4079,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,2743,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe-inspector,176,visual,visual,visual,visual,visual,visual,visual
vircadia/vircadia-native-core,502,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,2008,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vectordotdev/vrl,1097,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/openvr,939,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
microsoft/mixed-reality-extension-sdk,116,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ncbi/icn3d,55,visual,visual,visual,visual,visual,visual,visual
gpac/gpac,1025,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Installer,29,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
arteranos/Arteranos,51,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
fpw/avitab,147,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,2728,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ddiakopoulos/polymer,34,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,1172,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,418,visual,visual,visual,visual,visual,visual,visual
jglrxavpok/Carrot,20,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
Bone008/HackerJedi,18,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vRP-framework/vRP,469,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LWJGL/lwjgl3,879,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
dotnet/Silk.NET,1636,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
processing/processing-android,386,visual,visual,visual,visual,visual,visual,visual
vrm-c/UniVRM,1068,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,31596,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,3411,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bjornbytes/lovr,811,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xbapps/xbvr,2029,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
krematas/soccerontable,13,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,7716,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nanome-ai/nanome-lib,377,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ruyo/VRM4U,493,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mbucchia/OpenXR-Toolkit,288,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,6209,visual,visual,visual,visual,visual,visual,visual
microsoft/mixed-reality-extension-sdk,368,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,27128,visual,visual,visual,visual,visual,visual,visual
dotnet/Silk.NET,508,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19935,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/SteamVR-for-Linux,112,visual,visual,visual,visual,visual,visual,visual
webaverse/app,1458,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
immersive-web/webxr-samples,210,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
vittorioromeo/quakevr,46,visual,visual,visual,visual,visual,visual,visual
numz/ComfyUI-SeedVR2_VideoUpscaler,336,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,295,visual,visual,visual,visual,visual,visual,visual
webaverse/app,2285,visual,visual,visual,visual,visual,visual,visual
ValveSoftware/openvr,347,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
satchelfrost/revolvr,42,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
AltspaceVR/AltspaceSDK,201,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
microsoft/mixed-reality-extension-sdk-samples,21,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,6339,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/ir-engine,2272,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,12750,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
nix-community/nixpkgs-xr,432,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
OpenKneeboard/OpenKneeboard,226,visual,visual,visual,visual,visual,visual,visual
KhronosGroup/OpenXR-SDK-Source,452,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/ir-engine,244,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
quaadgras/graphics.gd,192,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,2235,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steamvr_unity_plugin,378,visual,visual,visual,non_visual,visual,visual,visual
vircadia/vircadia-native-core,114,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mcneel/RhinoVR,11,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,3180,visual,visual,visual,visual,visual,visual,visual
vrc-get/vrc-get,434,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,8186,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
musehq/spacesvr,79,visual,visual,visual,visual,visual,visual,visual
facebookarchive/react-360,477,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
scenerygraphics/scenery,591,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,2600,visual,visual,visual,visual,visual,visual,visual
ValveSoftware/steamvr_unity_plugin,758,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
add-ons/plugin.video.vrt.nu,672,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,4271,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
cinder/Cinder-VR,2,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
archilogic-com/3dio-js,73,visual,visual,visual,visual,visual,visual,visual
collabora/libsurvive,203,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,29625,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,497,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
arteranos/Arteranos,5,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,342,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
XRTK/com.xrtk.core,665,visual,visual,visual,visual,visual,visual,visual
reinterpretcat/vrp,13,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,936,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
o-fl0w/stash-vr,70,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,12011,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
saturday06/VRM-Addon-for-Blender,214,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,1189,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
viromedia/viro,344,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xiaopeng12138/MaiDXR,3,visual,visual,visual,visual,visual,visual,visual
SubsurfaceStudios/CompensationAPI,10,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mobfishgmbh/Cardboard-VR-Unity-SDK,35,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ultraleap/UnityPlugin,805,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/openvr,1402,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
V-Sekai/v-sekai-game,135,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
immersive-web/webxr-input-profiles,223,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,1671,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
doodlum/skyrim-community-shaders,1374,visual,visual,visual,visual,visual,visual,visual
j-shm/openxr-experimental-boundary,24,visual,visual,visual,visual,visual,visual,visual
barnabwhy/PicoZen,19,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Raicuparta/nomai-vr,246,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,763,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
unavi-xyz/unavi,852,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
misyaguziya/VRCT,22,visual,visual,visual,visual,visual,visual,visual
dotnet/Silk.NET,933,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,31793,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aclap-dev/jocly,51,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
maine-imre/handwaver,204,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,9,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,10129,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
CreoverseTeam/CreoversePublic,47,visual,visual,non_visual,visual,visual,visual,visual
mrdoob/three.js,14333,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,1175,visual,visual,visual,visual,visual,visual,visual
Chainsawkitten/Deathcap,960,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
GodotVR/godot-xr-tools,656,visual,visual,visual,visual,non_visual,visual,visual
vrpn/vrpn,5,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vizorvr/patches,859,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,417,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
StereoKit/StereoKit,651,visual,visual,visual,visual,visual,visual,visual
SubsurfaceStudios/CompensationAPI,487,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13335,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
unavi-xyz/unavi,208,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
